protein,idx,rmsd
7qox__1__1.A__1.D,1,7.67672
7qox__1__1.A__1.D,2,10.6347
7qox__1__1.A__1.D,3,9.02973
7qox__1__1.A__1.D,4,8.25625
7qta__2__1.B__1.O,0,19.3968
7qta__2__1.B__1.O,1,19.3849
7qta__2__1.B__1.O,2,19.5086
7qta__2__1.B__1.O,3,20.1668
7qta__2__1.B__1.O,4,20.1458
7qu9__2__1.B__1.G,0,0.407218
7qu9__2__1.B__1.G,1,0.31339
7qu9__2__1.B__1.G,2,0.344245
7qu9__2__1.B__1.G,3,0.381814
7qu9__2__1.B__1.G,4,0.307205
7r2v__2__1.B__1.L,0,1.32762
7r2v__2__1.B__1.L,1,1.34922
7r2v__2__1.B__1.L,2,1.47464
7r2v__2__1.B__1.L,3,1.57156
7r2v__2__1.B__1.L,4,1.39836
7rbw__2__1.B__1.D,0,6.9658
7rbw__2__1.B__1.D,1,6.9363
7rbw__2__1.B__1.D,2,7.04315
7rbw__2__1.B__1.D,3,6.83679
7rbw__2__1.B__1.D,4,7.17715
7rf9__2__1.C_1.D__1.GA,0,27.4283
7rf9__2__1.C_1.D__1.GA,1,27.402
7rf9__2__1.C_1.D__1.GA,2,27.4745
7rf9__2__1.C_1.D__1.GA,3,27.4245
7rf9__2__1.C_1.D__1.GA,4,27.5232
7rgy__1__1.A__1.D,0,1.45964
7rgy__1__1.A__1.D,1,0.482201
7rgy__1__1.A__1.D,2,0.406103
7rgy__1__1.A__1.D,3,0.314889
7rgy__1__1.A__1.D,4,0.412764
7rgz__1__1.A__1.D,0,1.47274
7rgz__1__1.A__1.D,1,1.44653
7rgz__1__1.A__1.D,2,1.49631
7rgz__1__1.A__1.D,3,1.51012
7rgz__1__1.A__1.D,4,1.45132
7rtc__2__1.B__1.E,0,1.47932
7rtc__2__1.B__1.E,1,1.59648
7rtc__2__1.B__1.E,2,1.47857
7rtc__2__1.B__1.E,3,1.5915
7rtc__2__1.B__1.E,4,1.53798
7s2r__1__1.A__1.C,0,32.528
7s2r__1__1.A__1.C,1,32.5718
7s2r__1__1.A__1.C,2,33.862
7s2r__1__1.A__1.C,3,34.878
7s2r__1__1.A__1.C,4,7.08525
7s7t__1__1.A__1.B,0,3.10582
7s7t__1__1.A__1.B,1,4.37276
7s7t__1__1.A__1.B,2,2.97038
7s7t__1__1.A__1.B,3,3.88969
7s7t__1__1.A__1.B,4,2.46701
7siy__1__1.A__1.B,0,0.961905
7siy__1__1.A__1.B,1,0.760924
7siy__1__1.A__1.B,2,0.917645
7siy__1__1.A__1.B,3,0.934992
7siy__1__1.A__1.B,4,0.923364
7t78__2__1.B__1.I,0,2.15852
7t78__2__1.B__1.I,1,2.08662
7t78__2__1.B__1.I,2,2.12094
7t78__2__1.B__1.I,3,1.94263
7t78__2__1.B__1.I,4,2.056
7t8f__1__1.A_1.B__1.E_1.H,0,1.55745
7t8f__1__1.A_1.B__1.E_1.H,1,1.47155
7t8f__1__1.A_1.B__1.E_1.H,2,3.19673
7t8f__1__1.A_1.B__1.E_1.H,3,2.66344
7t8f__1__1.A_1.B__1.E_1.H,4,3.6076
7t9z__2__1.B__1.E,0,0.626783
7t9z__2__1.B__1.E,1,0.6411
7t9z__2__1.B__1.E,2,0.677798
7t9z__2__1.B__1.E,3,0.649798
7t9z__2__1.B__1.E,4,0.649715
7ta0__2__1.C_2.C__2.H,0,22.6208
7ta0__2__1.C_2.C__2.H,1,22.696
7ta0__2__1.C_2.C__2.H,2,22.6105
7ta0__2__1.C_2.C__2.H,3,22.6845
7ta0__2__1.C_2.C__2.H,4,22.5412
7tfp__2__1.B_2.C__2.F_2.G,0,21.1919
7tfp__2__1.B_2.C__2.F_2.G,1,21.1493
7tfp__2__1.B_2.C__2.F_2.G,2,21.147
7tfp__2__1.B_2.C__2.F_2.G,3,21.1028
7tfp__2__1.B_2.C__2.F_2.G,4,21.1624
7uas__1__1.A__1.C,0,0.409769
7uas__1__1.A__1.C,1,0.34941
7uas__1__1.A__1.C,2,0.354321
7uas__1__1.A__1.C,3,0.37851
7uas__1__1.A__1.C,4,0.338566
7v0j__3__1.C__1.F,0,7.18288
7v0j__3__1.C__1.F,1,8.65611
7v0j__3__1.C__1.F,2,8.65072
7v0j__3__1.C__1.F,3,8.92978
7v0j__3__1.C__1.F,4,8.78984
7v3d__1__1.A_1.B__1.F,0,38.5632
7v3d__1__1.A_1.B__1.F,1,38.5709
7v3d__1__1.A_1.B__1.F,2,38.7866
7v3d__1__1.A_1.B__1.F,3,38.4424
7v3d__1__1.A_1.B__1.F,4,38.3785
7vbt__1__1.B__1.D,0,1.2663
7vbt__1__1.B__1.D,1,0.597184
7vbt__1__1.B__1.D,2,1.21576
7vbt__1__1.B__1.D,3,1.07389
7vbt__1__1.B__1.D,4,1.4237
7vbv__1__1.B__1.N,0,0.532718
7vbv__1__1.B__1.N,1,0.56819
7vbv__1__1.B__1.N,2,0.533397
7vbv__1__1.B__1.N,3,0.593901
7vbv__1__1.B__1.N,4,0.635869
7vf3__2__1.C__1.G,0,22.577
7vf3__2__1.C__1.G,1,22.7467
7vf3__2__1.C__1.G,2,22.249
7vf3__2__1.C__1.G,3,23.0471
7vf3__2__1.C__1.G,4,45.455
7vjt__1__1.A__1.C,0,0.718458
7vjt__1__1.A__1.C,1,0.565846
7vjt__1__1.A__1.C,2,0.506669
7vjt__1__1.A__1.C,3,0.664605
7vjt__1__1.A__1.C,4,0.629172
7vtf__1__1.A_1.B__1.F,0,28.9336
7vtf__1__1.A_1.B__1.F,1,28.8838
7vtf__1__1.A_1.B__1.F,2,29.0258
7vtf__1__1.A_1.B__1.F,3,28.9944
7vtf__1__1.A_1.B__1.F,4,28.9364
7w2f__1__1.A__1.M,0,3.57055
7w2f__1__1.A__1.M,1,1.33846
7w2f__1__1.A__1.M,2,1.27583
7w2f__1__1.A__1.M,3,1.103
7w2f__1__1.A__1.M,4,0.939794
7w2g__1__1.A__1.M,0,1.4451
7w2g__1__1.A__1.M,1,1.37482
7w2g__1__1.A__1.M,2,1.47671
7w2g__1__1.A__1.M,3,1.6255
7w2g__1__1.A__1.M,4,1.48765
7wmi__1__1.B__1.F_1.G,0,0.57443
7wmi__1__1.B__1.F_1.G,1,0.589142
7wmi__1__1.B__1.F_1.G,2,0.537055
7wmi__1__1.B__1.F_1.G,3,0.576157
7wmi__1__1.B__1.F_1.G,4,0.687159
7x11__1__1.D__1.P,0,1.51632
7x11__1__1.D__1.P,1,1.80895
7x11__1__1.D__1.P,2,1.43453
7x11__1__1.D__1.P,3,1.55265
7x11__1__1.D__1.P,4,1.4772
7y4o__1__1.B__1.D,0,44.1075
7y4o__1__1.B__1.D,1,44.6633
7y4o__1__1.B__1.D,2,44.7402
7y4o__1__1.B__1.D,3,45.0965
7y4o__1__1.B__1.D,4,44.773
7y4p__1__1.A__1.E,0,47.0558
7y4p__1__1.A__1.E,1,47.0129
7y4p__1__1.A__1.E,2,46.705
7y4p__1__1.A__1.E,3,46.563
7y4p__1__1.A__1.E,4,50.397
7z5u__1__1.A__1.B_1.C,0,0.869188
7z5u__1__1.A__1.B_1.C,1,0.83736
7z5u__1__1.A__1.B_1.C,2,0.774616
7z5u__1__1.A__1.B_1.C,3,0.799512
7z5u__1__1.A__1.B_1.C,4,0.673982
7zbv__1__1.A__1.B_1.E,0,8.82778
7zbv__1__1.A__1.B_1.E,1,8.72373
7zbv__1__1.A__1.B_1.E,2,8.95767
7zbv__1__1.A__1.B_1.E,3,8.82206
7zbv__1__1.A__1.B_1.E,4,10.0962
7zm0__1__1.A__1.K,0,1.62775
7zm0__1__1.A__1.K,1,1.84492
7zm0__1__1.A__1.K,2,1.48498
7zm0__1__1.A__1.K,3,1.38563
7zm0__1__1.A__1.K,4,1.75494
7zns__1__1.A__1.C,0,2.1845
7zns__1__1.A__1.C,1,4.08981
7zns__1__1.A__1.C,2,6.91445
7zns__1__1.A__1.C,3,4.16241
7zns__1__1.A__1.C,4,4.09454
8a0v__2__1.B__1.L,0,2.61118
8a0v__2__1.B__1.L,1,2.60036
8a0v__2__1.B__1.L,2,2.50041
8a0v__2__1.B__1.L,3,2.52234
8a0v__2__1.B__1.L,4,2.74235
8a1n__1__1.A__1.C,0,3.00174
8a1n__1__1.A__1.C,1,5.24588
8a1n__1__1.A__1.C,2,19.8037
8a1n__1__1.A__1.C,3,19.7388
8a1n__1__1.A__1.C,4,19.7192
8akb__2__1.B__1.K,0,0.268444
8akb__2__1.B__1.K,1,0.277115
8akb__2__1.B__1.K,2,0.290031
8akb__2__1.B__1.K,3,0.264081
8akb__2__1.B__1.K,4,0.257807
8b0d__1__1.A__1.C,0,0.914223
8b0d__1__1.A__1.C,1,1.09807
8b0d__1__1.A__1.C,2,1.19384
8b0d__1__1.A__1.C,3,0.984455
8b0d__1__1.A__1.C,4,0.969577
8b0e__1__1.A__1.B,0,1.43664
8b0e__1__1.A__1.B,1,1.38144
8b0e__1__1.A__1.B,2,1.39072
8b0e__1__1.A__1.B,3,1.4028
8b0e__1__1.A__1.B,4,1.45081
8b18__1__1.A__1.C,0,2.79041
8b18__1__1.A__1.C,1,2.5401
8b18__1__1.A__1.C,2,2.84
8b18__1__1.A__1.C,3,2.67756
8b18__1__1.A__1.C,4,2.78608
8b1a__1__1.A__1.C,0,1.39279
8b1a__1__1.A__1.C,1,1.46751
8b1a__1__1.A__1.C,2,1.44973
8b1a__1__1.A__1.C,3,1.37394
8b1a__1__1.A__1.C,4,1.30049
8b1b__1__1.A__1.C,0,0.817656
8b1b__1__1.A__1.C,1,0.734581
8b1b__1__1.A__1.C,2,0.754033
8b1b__1__1.A__1.C,3,0.514837
8b1b__1__1.A__1.C,4,0.683891
8b1e__1__1.A__1.C,0,1.45618
8b1e__1__1.A__1.C,1,1.04655
8b1e__1__1.A__1.C,2,1.20745
8b1e__1__1.A__1.C,3,1.12388
8b1e__1__1.A__1.C,4,1.1148
8b1f__1__1.A__1.C,0,0.652761
8b1f__1__1.A__1.C,1,0.689188
8b1f__1__1.A__1.C,2,0.729092
8b1f__1__1.A__1.C,3,0.87813
8b1f__1__1.A__1.C,4,0.61448
8b1h__1__1.A__1.C,0,1.0925
8b1h__1__1.A__1.C,1,1.14773
8b1h__1__1.A__1.C,2,0.937868
8b1h__1__1.A__1.C,3,0.937403
8b1h__1__1.A__1.C,4,1.03794
8b6m__1__1.A_1.B__1.E,0,20.1282
8b6m__1__1.A_1.B__1.E,1,20.3625
8b6m__1__1.A_1.B__1.E,2,30.4274
8b6m__1__1.A_1.B__1.E,3,21.8832
8b6m__1__1.A_1.B__1.E,4,21.1359
8bf4__1__1.B__1.H,0,42.0482
8bf4__1__1.B__1.H,1,21.5352
8bf4__1__1.B__1.H,2,21.5589
8bf4__1__1.B__1.H,3,21.3909
8bf4__1__1.B__1.H,4,23.2211
8bnx__1__1.A__1.C,0,2.71048
8bnx__1__1.A__1.C,1,2.76414
8bnx__1__1.A__1.C,2,2.76927
8bnx__1__1.A__1.C,3,2.68212
8bnx__1__1.A__1.C,4,2.87329
8bq4__1__1.B__1.D,0,0.381845
8bq4__1__1.B__1.D,1,0.386055
8bq4__1__1.B__1.D,2,0.383166
8bq4__1__1.B__1.D,3,0.365126
8bq4__1__1.B__1.D,4,0.347927
8bv3__1__1.B_1.C__1.I_1.L,0,0.688577
8bv3__1__1.B_1.C__1.I_1.L,1,0.657709
8bv3__1__1.B_1.C__1.I_1.L,2,0.706073
8bv3__1__1.B_1.C__1.I_1.L,3,0.559193
8bv3__1__1.B_1.C__1.I_1.L,4,0.457409
8bzx__1__1.A_1.B__1.C_1.D,0,0.551847
8bzx__1__1.A_1.B__1.C_1.D,1,0.637756
8bzx__1__1.A_1.B__1.C_1.D,2,0.549011
8bzx__1__1.A_1.B__1.C_1.D,3,0.494466
8bzx__1__1.A_1.B__1.C_1.D,4,0.534933
8caa__1__1.B__1.F,0,0.831591
8caa__1__1.B__1.F,1,0.624382
8caa__1__1.B__1.F,2,0.758574
8caa__1__1.B__1.F,3,0.63175
8caa__1__1.B__1.F,4,0.739352
8cov__1__1.B__1.T,0,0.744273
8cov__1__1.B__1.T,1,0.897293
8cov__1__1.B__1.T,2,3.86612
8cov__1__1.B__1.T,3,4.02139
8cov__1__1.B__1.T,4,1.59035
8dc6__3__1.C__1.U,0,7.38101
8dc6__3__1.C__1.U,1,7.19997
8dc6__3__1.C__1.U,2,7.7218
8dc6__3__1.C__1.U,3,6.9845
8dc6__3__1.C__1.U,4,6.96339
8e0t__1__1.B__1.E,0,0.851312
8e0t__1__1.B__1.E,1,0.777032
8e0t__1__1.B__1.E,2,0.809965
8e0t__1__1.B__1.E,3,0.820024
8e0t__1__1.B__1.E,4,0.983757
8e1s__1__1.A__1.C_1.E_1.F,0,0.54534
8e1s__1__1.A__1.C_1.E_1.F,1,0.599461
8e1s__1__1.A__1.C_1.E_1.F,2,0.547793
8e1s__1__1.A__1.C_1.E_1.F,3,0.343408
8e1s__1__1.A__1.C_1.E_1.F,4,0.494912
8ede__1__1.A__1.C,0,3.06799
8ede__1__1.A__1.C,1,2.66783
8ede__1__1.A__1.C,2,8.34097
8ede__1__1.A__1.C,3,3.16342
8ede__1__1.A__1.C,4,2.63319
8eg6__2__1.G_1.H__1.AA,0,18.3516
8eg6__2__1.G_1.H__1.AA,1,20.0247
8eg6__2__1.G_1.H__1.AA,2,21.2122
8eg6__2__1.G_1.H__1.AA,3,20.8865
8eg6__2__1.G_1.H__1.AA,4,19.0676
8ep7__2__1.B_2.B__2.E,0,49.9161
8ep7__2__1.B_2.B__2.E,1,49.6853
8ep7__2__1.B_2.B__2.E,2,48.9942
8ep7__2__1.B_2.B__2.E,3,50.15
8ep7__2__1.B_2.B__2.E,4,50.0519
8ez1__1__1.A_1.B__1.D,0,0.233811
8ez1__1__1.A_1.B__1.D,1,0.174899
8ez1__1__1.A_1.B__1.D,2,0.25133
8ez1__1__1.A_1.B__1.D,3,0.219249
8ez1__1__1.A_1.B__1.D,4,0.170722
8ez1__1__1.A_1.B__1.E,0,23.4331
8ez1__1__1.A_1.B__1.E,1,23.448
8ez1__1__1.A_1.B__1.E,2,23.431
8ez1__1__1.A_1.B__1.E,3,23.4579
8ez1__1__1.A_1.B__1.E,4,23.6265
8f1g__1__1.A__1.C,0,8.80756
8f1g__1__1.A__1.C,1,3.33392
8f1g__1__1.A__1.C,2,3.18234
8f1g__1__1.A__1.C,3,2.98439
8f1g__1__1.A__1.C,4,1.70909
8fvb__1__1.B_2.A_2.B__2.E,0,27.4
8fvb__1__1.B_2.A_2.B__2.E,1,27.9172
8fvb__1__1.B_2.A_2.B__2.E,2,28.1141
8fvb__1__1.B_2.A_2.B__2.E,3,27.8491
8fvb__1__1.B_2.A_2.B__2.E,4,25.9697
8g9d__1__1.A__1.B,0,6.75852
8g9d__1__1.A__1.B,1,6.8287
8g9d__1__1.A__1.B,2,6.70386
8g9d__1__1.A__1.B,3,6.5235
8g9d__1__1.A__1.B,4,6.71018
8gen__1__2.A_3.A__2.B,0,4.24009
8gen__1__2.A_3.A__2.B,1,5.23536
8gen__1__2.A_3.A__2.B,2,2.31804
8gen__1__2.A_3.A__2.B,3,6.42865
8gen__1__2.A_3.A__2.B,4,2.52534
8get__1__1.C__1.P,0,1.80577
8get__1__1.C__1.P,1,1.10384
8get__1__1.C__1.P,2,1.11342
8get__1__1.C__1.P,3,1.55388
8get__1__1.C__1.P,4,1.39393
8gkf__1__1.A__1.J,0,0.831276
8gkf__1__1.A__1.J,1,0.941459
8gkf__1__1.A__1.J,2,0.860847
8gkf__1__1.A__1.J,3,0.894326
8gkf__1__1.A__1.J,4,0.935767
8gmi__1__1.B__1.K,0,27.7975
8gmi__1__1.B__1.K,1,27.8287
8gmi__1__1.B__1.K,2,8.19297
8gmi__1__1.B__1.K,3,3.00904
8gmi__1__1.B__1.K,4,28.6219
8hq3__1__1.C__1.JA,0,12.8367
8hq3__1__1.C__1.JA,1,12.6708
8hq3__1__1.C__1.JA,2,14.0396
8hq3__1__1.C__1.JA,3,12.5025
8hq3__1__1.C__1.JA,4,13.2752
8i5q__2__1.B__1.D,0,2.53474
8i5q__2__1.B__1.D,1,2.59079
8i5q__2__1.B__1.D,2,2.61256
8i5q__2__1.B__1.D,3,2.41826
8i5q__2__1.B__1.D,4,2.4454
8iw3__1__1.A_1.B__1.F,0,35.5773
8iw3__1__1.A_1.B__1.F,1,34.6986
8iw3__1__1.A_1.B__1.F,2,35.4591
8iw3__1__1.A_1.B__1.F,3,35.8551
8iw3__1__1.A_1.B__1.F,4,35.3116
8iw6__1__1.A_1.B__1.F,0,35.3657
8iw6__1__1.A_1.B__1.F,1,35.1523
8iw6__1__1.A_1.B__1.F,2,35.2217
8iw6__1__1.A_1.B__1.F,3,35.21
8iw6__1__1.A_1.B__1.F,4,34.7936
8jnv__1__1.B__1.E_1.F,0,2.16581
8jnv__1__1.B__1.E_1.F,1,2.06905
8jnv__1__1.B__1.E_1.F,2,2.10728
8jnv__1__1.B__1.E_1.F,3,2.08708
8jnv__1__1.B__1.E_1.F,4,2.20756
8jyf__1__1.B__1.F,0,1.04966
8jyf__1__1.B__1.F,1,1.39736
8jyf__1__1.B__1.F,2,1.23907
8jyf__1__1.B__1.F,3,0.908701
8jyf__1__1.B__1.F,4,1.35903
8k5y__1__1.A__1.H,0,20.101
8k5y__1__1.A__1.H,1,19.758
8k5y__1__1.A__1.H,2,19.8364
8k5y__1__1.A__1.H,3,20.5201
8k5y__1__1.A__1.H,4,20.4976
8oep__2__1.C__1.D,0,2.78741
8oep__2__1.C__1.D,1,2.6233
8oep__2__1.C__1.D,2,2.99396
8oep__2__1.C__1.D,3,2.92897
8oep__2__1.C__1.D,4,2.88445
8og5__1__1.A__1.D,0,6.69608
8og5__1__1.A__1.D,1,6.6946
8og5__1__1.A__1.D,2,7.27924
8og5__1__1.A__1.D,3,3.81083
8og5__1__1.A__1.D,4,3.3911
8og9__1__1.A__1.C,0,25.0922
8og9__1__1.A__1.C,1,24.9756
8og9__1__1.A__1.C,2,25.2921
8og9__1__1.A__1.C,3,25.7522
8og9__1__1.A__1.C,4,1.65339
8ogh__1__1.A_1.B__1.M_1.R,0,33.4081
8ogh__1__1.A_1.B__1.M_1.R,1,33.4119
8ogh__1__1.A_1.B__1.M_1.R,2,33.4024
8ogh__1__1.A_1.B__1.M_1.R,3,33.2107
8ogh__1__1.A_1.B__1.M_1.R,4,33.4892
8ome__1__1.A_1.D__1.H,0,37.2044
8ome__1__1.A_1.D__1.H,1,37.3091
8ome__1__1.A_1.D__1.H,2,37.0014
8ome__1__1.A_1.D__1.H,3,37.0189
8ome__1__1.A_1.D__1.H,4,37.1476
8one__1__1.A__1.F_1.K,0,2.4112
8one__1__1.A__1.F_1.K,1,2.94843
8one__1__1.A__1.F_1.K,2,2.41192
8one__1__1.A__1.F_1.K,3,2.5549
8one__1__1.A__1.F_1.K,4,2.8336
8oo5__1__1.A__1.B_1.D_1.E,0,0.812976
8oo5__1__1.A__1.B_1.D_1.E,1,0.739223
8oo5__1__1.A__1.B_1.D_1.E,2,0.720255
8oo5__1__1.A__1.B_1.D_1.E,3,0.929624
8oo5__1__1.A__1.B_1.D_1.E,4,0.933466
8ppd__2__1.B__1.L,0,5.7262
8ppd__2__1.B__1.L,1,5.8004
8ppd__2__1.B__1.L,2,5.80711
8ppd__2__1.B__1.L,3,5.76209
8ppd__2__1.B__1.L,4,5.73531
8pw1__10__1.J__1.T,0,2.61918
8pw1__10__1.J__1.T,1,1.86828
8pw1__10__1.J__1.T,2,2.13028
8pw1__10__1.J__1.T,3,1.97016
8pw1__10__1.J__1.T,4,1.73154
8q0u__1__1.A__1.D,0,15.6477
8q0u__1__1.A__1.D,1,14.8456
8q0u__1__1.A__1.D,2,14.7594
8q0u__1__1.A__1.D,3,15.907
8q0u__1__1.A__1.D,4,15.337
8qdy__1__1.A_2.A__2.B,0,34.5783
8qdy__1__1.A_2.A__2.B,1,30.3535
8qdy__1__1.A_2.A__2.B,2,32.4893
8qdy__1__1.A_2.A__2.B,3,32.014
8qdy__1__1.A_2.A__2.B,4,32.6737
8qe3__1__1.A_2.A__2.B,0,2.08538
8qe3__1__1.A_2.A__2.B,1,1.3695
8qe3__1__1.A_2.A__2.B,2,8.49104
8qe3__1__1.A_2.A__2.B,3,32.9935
8qe3__1__1.A_2.A__2.B,4,47.0306
8qhq__2__1.C_1.D__1.O,0,20.9617
8qhq__2__1.C_1.D__1.O,1,21.0251
8qhq__2__1.C_1.D__1.O,2,20.9782
8qhq__2__1.C_1.D__1.O,3,20.8763
8qhq__2__1.C_1.D__1.O,4,21.0042
8qth__1__1.A__1.B,0,7.81987
8qth__1__1.A__1.B,1,0.939023
8qth__1__1.A__1.B,2,1.24099
8qth__1__1.A__1.B,3,8.34687
8qth__1__1.A__1.B,4,1.04872
8qtj__1__1.A__1.E,0,8.48524
8qtj__1__1.A__1.E,1,8.33285
8qtj__1__1.A__1.E,2,8.3843
8qtj__1__1.A__1.E,3,8.38439
8qtj__1__1.A__1.E,4,8.25592
8qv7__1__1.A__1.E,0,0.730926
8qv7__1__1.A__1.E,1,1.29073
8qv7__1__1.A__1.E,2,0.96262
8qv7__1__1.A__1.E,3,1.34272
8qv7__1__1.A__1.E,4,1.25453
8r3d__1__1.B_1.E__1.J,0,25.2757
8r3d__1__1.B_1.E__1.J,1,25.4169
8r3d__1__1.B_1.E__1.J,2,25.2265
8r3d__1__1.B_1.E__1.J,3,25.4472
8r3d__1__1.B_1.E__1.J,4,25.3814
8sge__1__1.A__1.H,0,7.062
8sge__1__1.A__1.H,1,6.79406
8sge__1__1.A__1.H,2,6.76135
8sge__1__1.A__1.H,3,6.77228
8sge__1__1.A__1.H,4,6.77977
8sz3__1__1.A_2.B__2.I,0,30.7245
8sz3__1__1.A_2.B__2.I,1,30.8555
8sz3__1__1.A_2.B__2.I,2,30.5783
8sz3__1__1.A_2.B__2.I,3,30.7269
8sz3__1__1.A_2.B__2.I,4,29.8636
8tjc__1__1.B__1.N,0,18.7755
8tjc__1__1.B__1.N,1,16.1855
8tjc__1__1.B__1.N,2,14.497
8tjc__1__1.B__1.N,3,15.5231
8tjc__1__1.B__1.N,4,14.7704
8ttj__4__1.D__1.CA,0,0.42539
8ttj__4__1.D__1.CA,1,0.830402
8ttj__4__1.D__1.CA,2,0.708049
8ttj__4__1.D__1.CA,3,0.661702
8ttj__4__1.D__1.CA,4,0.647089
8uuf__1__1.A__1.B,0,1.10963
8uuf__1__1.A__1.B,1,1.09864
8uuf__1__1.A__1.B,2,1.35379
8uuf__1__1.A__1.B,3,1.04345
8uuf__1__1.A__1.B,4,1.34093
8w6p__1__1.A_1.B__1.E,0,24.5382
8w6p__1__1.A_1.B__1.E,1,24.3227
8w6p__1__1.A_1.B__1.E,2,25.5701
8w6p__1__1.A_1.B__1.E,3,26.5902
8w6p__1__1.A_1.B__1.E,4,26.7227
8wsm__1__1.A__1.D,0,3.53714
8wsm__1__1.A__1.D,1,3.71925
8wsm__1__1.A__1.D,2,3.67997
8wsm__1__1.A__1.D,3,3.63942
8wsm__1__1.A__1.D,4,3.92223
1afb__1__1.A__1.D_1.F,0,0.618356
1afb__1__1.A__1.D_1.F,1,0.539813
1afb__1__1.A__1.D_1.F,2,0.51455
1afb__1__1.A__1.D_1.F,3,0.50554
1afb__1__1.A__1.D_1.F,4,0.367509
1bcj__1__1.B__1.I_1.K,0,1.1907
1bcj__1__1.B__1.I_1.K,1,1.05485
1bcj__1__1.B__1.I_1.K,2,0.903221
1bcj__1__1.B__1.I_1.K,3,1.15679
1bcj__1__1.B__1.I_1.K,4,1.08464
1esw__1__1.A__1.B_1.D,0,10.1846
1esw__1__1.A__1.B_1.D,1,10.1555
1esw__1__1.A__1.B_1.D,2,10.2152
1esw__1__1.A__1.B_1.D,3,10.1492
1esw__1__1.A__1.B_1.D,4,10.0508
1g4s__2__1.B__1.F_1.G_1.H,0,0.162057
1g4s__2__1.B__1.F_1.G_1.H,1,0.164877
1g4s__2__1.B__1.F_1.G_1.H,2,0.158666
1g4s__2__1.B__1.F_1.G_1.H,3,0.175651
1g4s__2__1.B__1.F_1.G_1.H,4,0.155648
1g4t__2__1.B__1.F_1.G_1.H,0,0.212962
1g4t__2__1.B__1.F_1.G_1.H,1,0.257103
1g4t__2__1.B__1.F_1.G_1.H,2,0.352633
1g4t__2__1.B__1.F_1.G_1.H,3,0.279456
1g4t__2__1.B__1.F_1.G_1.H,4,0.20678
1gm9__1__1.A_1.B__1.M_1.O,0,58.5814
1gm9__1__1.A_1.B__1.M_1.O,1,29.6031
1gm9__1__1.A_1.B__1.M_1.O,2,14.9778
1gm9__1__1.A_1.B__1.M_1.O,3,17.3257
1gm9__1__1.A_1.B__1.M_1.O,4,31.5189
1jep__5__1.A_2.A__1.E_1.F,0,1.21391
1jep__5__1.A_2.A__1.E_1.F,1,1.20577
1jep__5__1.A_2.A__1.E_1.F,2,1.19577
1jep__5__1.A_2.A__1.E_1.F,3,1.18193
1jep__5__1.A_2.A__1.E_1.F,4,1.18937
1juh__2__1.B__1.GA_1.X,0,25.5175
1juh__2__1.B__1.GA_1.X,1,25.2434
1juh__2__1.B__1.GA_1.X,2,24.7253
1juh__2__1.B__1.GA_1.X,3,25.1944
1juh__2__1.B__1.GA_1.X,4,25.8034
1ka1__1__1.A__1.B_1.C_1.D,0,0.745788
1ka1__1__1.A__1.B_1.C_1.D,1,0.440483
1ka1__1__1.A__1.B_1.C_1.D,2,0.744297
1ka1__1__1.A__1.B_1.C_1.D,3,1.80744
1ka1__1__1.A__1.B_1.C_1.D,4,0.442413
1nme__2__3.A_4.A_4.B__4.C_4.D,0,51.4659
1nme__2__3.A_4.A_4.B__4.C_4.D,1,50.3039
1nme__2__3.A_4.A_4.B__4.C_4.D,2,50.0274
1nme__2__3.A_4.A_4.B__4.C_4.D,3,50.1684
1nme__2__3.A_4.A_4.B__4.C_4.D,4,49.2791
1q91__1__1.A__1.B_1.C_1.D,0,0.41121
1q91__1__1.A__1.B_1.C_1.D,1,0.4116
1q91__1__1.A__1.B_1.C_1.D,2,0.483907
1q91__1__1.A__1.B_1.C_1.D,3,0.468422
1q91__1__1.A__1.B_1.C_1.D,4,0.715719
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,0,31.6248
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,1,31.5202
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,2,31.5376
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,3,31.6354
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,4,31.5102
1wop__1__1.A__1.B,0,0.451951
1wop__1__1.A__1.B,1,0.40507
1z82__1__1.A_1.B__1.D_1.I,0,51.7315
1z82__1__1.A_1.B__1.D_1.I,1,51.8334
1z82__1__1.A_1.B__1.D_1.I,2,51.7705
1z82__1__1.A_1.B__1.D_1.I,3,51.6531
1z82__1__1.A_1.B__1.D_1.I,4,51.7763
2cc7__1__1.A_2.A_4.A_8.A__1.H_8.H,0,6.73416
2cc7__1__1.A_2.A_4.A_8.A__1.H_8.H,1,6.59269
2cc7__1__1.A_2.A_4.A_8.A__1.H_8.H,2,6.61999
2cc7__1__1.A_2.A_4.A_8.A__1.H_8.H,3,6.72011
2cc7__1__1.A_2.A_4.A_8.A__1.H_8.H,4,6.71659
2dew__1__2.A__2.B_2.H,0,1.8873
2dew__1__2.A__2.B_2.H,1,2.15714
2dew__1__2.A__2.B_2.H,2,2.40465
2dew__1__2.A__2.B_2.H,3,1.71557
2dew__1__2.A__2.B_2.H,4,2.52049
2dey__1__2.A__2.B_2.H,0,2.91386
2dey__1__2.A__2.B_2.H,1,3.12759
2dey__1__2.A__2.B_2.H,2,2.92825
